S.No,Player,Nation,Pos,Squad,Comp,Age,Born,Matches,Min,Goals,Assist,G+A,CrdY,CrdR,FK,Tkl%,Lost,Pass
1001,Samuel Gigot,fr FRA,DF,Lazio,it Serie A,30,1993,15,683,2,0,2,2,0,0,0,1,2
1002,Armin Gigovic,ba BIH,MF,Holstein Kiel,de Bundesliga,22,2002,31,1895,5,1,6,5,0,1,23.8,16,19
1003,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,23,2001,25,1721,3,3,6,4,0,0,46.7,16,24
1004,Mario Gila,es ESP,DF,Lazio,it Serie A,23,2000,32,2741,1,0,1,8,0,0,66.1,19,7
1005,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,23,2001,2,98,0,0,0,0,0,1,75,1,1
1006,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,23,2001,26,1177,0,1,1,0,0,0,60,8,5
1007,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,27,1997,32,2671,0,0,0,9,0,0,60.3,25,34
1008,Santiago Giménez,mx MEX,FW,Milan,it Serie A,23,2001,14,669,5,2,7,3,1,0,75,1,2
1009,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,20,2004,30,1430,3,1,4,5,0,2,52,12,10
1010,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,30,1994,32,2561,2,1,3,5,0,0,53.6,13,12
1011,Jamie Gittens,eng ENG,"FW,MF",Dortmund,de Bundesliga,19,2004,32,1776,8,3,11,4,0,0,77.8,4,16
1012,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,29,1995,27,1242,7,5,12,0,0,0,66.7,4,11
1013,Ben Godfrey,eng ENG,DF,Ipswich Town,eng Premier League,26,1998,3,159,0,0,0,1,0,0,100,0,0
1014,Ben Godfrey,eng ENG,DF,Atalanta,it Serie A,26,1998,1,23,0,0,0,0,0,0,0,1,0
1015,Martial Godo,eng ENG,"FW,DF",Fulham,eng Premier League,21,2003,2,24,0,0,0,0,0,0,,0,1
1016,Saba Goglichidze,ge GEO,DF,Empoli,it Serie A,20,2004,33,2539,0,1,1,3,1,0,49,26,19
1017,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,30,1993,32,2532,1,0,1,12,1,0,72.2,5,11
1018,Michael Golding,eng ENG,MF,Leicester City,eng Premier League,18,2006,1,1,0,0,0,0,0,0,,0,0
1019,Pierluigi Gollini,it ITA,GK,Genoa,it Serie A,29,1995,7,630,0,0,0,1,0,0,,0,1
1020,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,28,1996,19,1153,3,0,3,1,0,0,43.6,22,12
1021,André Gomes,pt POR,MF,Lille,fr Ligue 1,31,1993,20,1276,0,0,0,3,0,1,35.5,20,6
1022,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,23,2000,14,736,1,1,2,1,0,2,16.7,10,0
1023,João Gomes,br BRA,MF,Wolves,eng Premier League,23,2001,36,2974,3,1,4,11,1,0,43.6,62,38
1024,Rodrigo Gomes,pt POR,"DF,FW",Wolves,eng Premier League,21,2003,25,810,2,0,2,0,0,0,57.1,9,7
1025,Toti Gomes,pt POR,DF,Wolves,eng Premier League,25,1999,31,2614,0,1,1,7,0,0,80.4,9,12
